0 0
0.1 0.00192821
0.2 0.0496676
0.3 0.194372
0.4 0.460797
0.5 0.88937
0.6 1.47845
0.7 2.16809
0.8 2.91719
0.9 3.70216
1 4.50243
1.1 5.33885
1.2 6.24542
1.3 7.22245
1.4 8.25692
1.5 9.32475
1.6 10.3812
1.7 11.3986
1.8 12.3805
1.9 13.3383
2 14.2917
2.1 15.2612
2.2 16.2434
2.3 17.2185
2.4 18.1686
2.5 19.0767
2.6 19.9358
2.7 20.7551
2.8 21.543
2.9 22.2966
3 23.0027
3.1 23.6354
3.2 24.1627
3.3 24.5634
3.4 24.8325
3.5 24.9794
3.6 25.0278
3.7 25.007
3.8 24.943
3.9 24.8613
4 24.7901
4.1 24.7616
4.2 24.7716
4.3 24.8009
4.4 24.8421
4.5 24.8534
4.6 24.8145
4.7 24.7569
4.8 24.7028
4.9 24.6683
5 24.6759
5.1 24.7121
5.2 24.7426
5.3 24.7537
5.4 24.7376
5.5 24.6958
5.6 24.6551
5.7 24.6372
5.8 24.6428
5.9 24.6673
6 24.6954
6.1 24.7053
6.2 24.6922
6.3 24.6657
6.4 24.6378
6.5 24.6234
6.6 24.6307
6.7 24.6516
6.8 24.672
6.9 24.6812
7 24.6724
7.1 24.6496
7.2 24.6267
7.3 24.6148
7.4 24.6183
7.5 24.6346
7.6 24.6534
7.7 24.6635
7.8 24.6609
7.9 24.6487
8 24.6345
8.1 24.6277
8.2 24.6325
8.3 24.6457
8.4 24.6602
8.5 24.6687
8.6 24.6672
8.7 24.6578
8.8 24.6472
8.9 24.6414
9 24.6436
9.1 24.6525
9.2 24.6623
9.3 24.6674
9.4 24.6656
9.5 24.6582
9.6 24.6495
9.7 24.6446
9.8 24.6459
9.9 24.6518
10 24.6589
10.1 24.6627
10.2 24.6613
10.3 24.6558
10.4 24.6495
10.5 24.6458
10.6 24.6466
10.7 24.6511
10.8 24.6562
10.9 24.6591
11 24.6582
11.1 24.6541
11.2 24.6495
11.3 24.6468
11.4 24.6473
11.4705 24.6494
