0 0
0.1 0.0016358
0.2 0.039148
0.3 0.142897
0.4 0.324089
0.5 0.61203
0.6 0.991787
0.7 1.41764
0.8 1.87265
0.9 2.3369
1 2.8038
1.1 3.30564
1.2 3.85743
1.3 4.45503
1.4 5.09472
1.5 5.74483
1.6 6.37313
1.7 6.97679
1.8 7.55702
1.9 8.12635
2 8.70857
2.1 9.30331
2.2 9.89607
2.3 10.4721
2.4 11.0072
2.5 11.4899
2.6 11.9289
2.7 12.3316
2.8 12.7064
2.9 13.0571
3 13.3686
3.1 13.6222
3.2 13.8064
3.3 13.9142
3.4 13.9551
3.5 13.9496
3.6 13.9151
3.7 13.8662
3.8 13.813
3.9 13.7593
4 13.7165
4.1 13.7059
4.2 13.7196
4.3 13.7485
4.4 13.7921
4.5 13.8112
4.6 13.7965
4.7 13.7714
4.8 13.7402
4.9 13.724
5 13.742
5.1 13.773
5.2 13.8017
5.3 13.8196
5.4 13.8096
5.5 13.7829
5.6 13.7623
5.7 13.7533
5.8 13.7646
5.9 13.7926
6 13.8148
6.1 13.822
6.2 13.8135
6.3 13.7906
6.4 13.7707
6.5 13.7668
6.6 13.7767
6.7 13.7965
6.8 13.815
6.9 13.8182
7 13.8075
7.1 13.7902
7.2 13.7743
7.3 13.7712
7.4 13.7821
7.5 13.7978
7.6 13.8108
7.7 13.8134
7.8 13.8031
7.9 13.7883
8 13.7776
8.1 13.7758
8.2 13.785
8.3 13.7987
8.4 13.8079
8.5 13.8085
8.6 13.8002
8.7 13.7877
8.8 13.7796
8.9 13.7799
9 13.7875
9.1 13.7985
9.2 13.8057
9.3 13.8048
9.4 13.7975
9.5 13.788
9.6 13.7817
9.7 13.7828
9.8 13.7898
9.9 13.7983
10 13.8035
10.1 13.8023
10.2 13.7957
10.3 13.7882
10.4 13.7839
10.5 13.7852
10.6 13.7913
10.7 13.7981
10.8 13.8015
10.9 13.8001
11 13.7945
11.1 13.7884
11.2 13.7855
11.3 13.7872
11.4 13.7922
11.5 13.7976
11.6 13.8
11.7 13.7982
11.8 13.7936
11.9 13.7889
12 13.7869
12.1 13.7887
12.2 13.793
12.3 13.7971
12.4 13.7987
12.5 13.7969
12.6 13.793
12.683 13.7899
