0 0
0.1 0.000988342
0.2 0.0211694
0.3 0.0707632
0.4 0.156021
0.5 0.292337
0.6 0.46372
0.7 0.656075
0.8 0.860669
0.9 1.06048
1 1.26481
1.1 1.48293
1.2 1.71729
1.3 1.97664
1.4 2.24789
1.5 2.51684
1.6 2.77712
1.7 3.01856
1.8 3.24975
1.9 3.48167
2 3.7179
2.1 3.96462
2.2 4.21226
2.3 4.44855
2.4 4.66802
2.5 4.86317
2.6 5.03936
2.7 5.20409
2.8 5.35792
2.9 5.50253
3 5.6287
3.1 5.72551
3.2 5.78967
3.3 5.81852
3.4 5.82039
3.5 5.80714
3.6 5.78524
3.7 5.7623
3.8 5.73877
3.9 5.71414
4 5.69578
4.1 5.69199
4.2 5.69941
4.3 5.71935
4.4 5.74724
4.5 5.76228
4.6 5.7663
4.7 5.76063
4.8 5.74989
4.9 5.75261
5 5.76769
5.1 5.79206
5.2 5.82084
5.3 5.83757
5.4 5.84237
5.5 5.8389
5.6 5.83173
5.7 5.83478
5.8 5.84792
5.9 5.86667
6 5.8863
6.1 5.89477
6.2 5.89225
6.3 5.88365
6.4 5.8738
6.5 5.87328
6.6 5.88184
6.7 5.89451
6.8 5.90667
6.9 5.90927
7 5.90284
7.1 5.89265
7.2 5.88319
7.3 5.8824
7.4 5.88964
7.5 5.89961
7.6 5.90815
7.7 5.90844
7.8 5.9013
7.9 5.89211
8 5.88477
8.1 5.8851
8.2 5.89218
8.3 5.90067
8.4 5.90688
8.5 5.90602
8.6 5.89903
8.7 5.89119
8.8 5.88595
8.9 5.88724
9 5.89403
9.1 5.90122
9.2 5.90556
9.3 5.90388
9.4 5.89733
9.5 5.89073
9.6 5.8872
9.7 5.88919
9.8 5.89546
9.9 5.90145
10 5.90428
10.1 5.90202
10.2 5.89606
10.3 5.89063
10.4 5.88843
10.5 5.89088
10.6 5.89653
10.7 5.90139
10.7295 5.90225
