0 0
0.1 0.0034287
0.2 0.0384291
0.3 0.110639
0.4 0.220956
0.5 0.388396
0.6 0.585875
0.7 0.798818
0.8 1.02051
0.9 1.22703
1 1.43501
1.1 1.65253
1.2 1.87701
1.3 2.12207
1.4 2.36656
1.5 2.59521
1.6 2.80649
1.7 2.98523
1.8 3.14685
1.9 3.30471
2 3.45771
2.1 3.6174
2.2 3.77007
2.3 3.90203
2.4 4.01488
2.5 4.09921
2.6 4.16596
2.7 4.22733
2.8 4.27951
2.9 4.32747
3 4.35954
3.1 4.36176
3.2 4.33654
3.3 4.28042
3.4 4.20469
3.5 4.12545
3.6 4.04493
3.7 3.9716
3.8 3.90444
3.9 3.83962
4 3.78919
4.1 3.75937
4.2 3.73626
4.3 3.7257
4.4 3.72261
4.5 3.69978
4.6 3.66765
4.7 3.6254
4.8 3.57855
4.9 3.55328
5 3.54116
5.1 3.54075
5.2 3.5478
5.3 3.53852
5.4 3.52014
5.5 3.49624
5.6 3.46999
5.7 3.46237
5.8 3.46684
5.9 3.47754
6 3.49152
6.1 3.48992
6.2 3.478
6.3 3.4628
6.4 3.44662
6.5 3.44567
6.6 3.45533
6.7 3.46738
6.8 3.4796
6.9 3.47799
7 3.46642
7.1 3.45375
7.2 3.44202
7.3 3.44309
7.4 3.45361
7.5 3.46433
7.6 3.47325
7.7 3.47046
7.8 3.4589
7.9 3.448
8 3.43969
8.1 3.44213
8.2 3.45267
8.3 3.46193
8.4 3.46799
8.5 3.46428
8.6 3.45321
8.7 3.44404
8.8 3.43864
8.9 3.44213
9 3.45229
9.1 3.46012
9.2 3.46377
9.3 3.45941
9.4 3.44917
9.5 3.44163
9.6 3.43863
9.7 3.44285
9.8 3.45225
9.9 3.45867
10 3.46036
10.1 3.45559
10.2 3.44639
10.3 3.4404
10.4 3.43929
10.5 3.44394
10.6 3.45234
10.7 3.45741
10.8 3.45754
10.9 3.45258
11 3.44454
11.1 3.43994
11.2 3.44028
11.3 3.44511
11.4 3.4524
11.5 3.45622
11.6 3.45517
11.7 3.45022
11.8 3.44336
11.9 3.44
12 3.4414
12.1 3.44619
12.2 3.45236
12.3 3.45506
12.4 3.45317
12.5 3.44837
12.6 3.44267
12.7 3.4404
12.8 3.44252
12.9 3.44713
13 3.4522
13.1 3.45392
13.2 3.45147
13.3 3.44695
13.4 3.44235
13.486 3.44092
