0 0
0.1 0.000326965
0.2 0.0221535
0.3 0.0850634
0.4 0.20456
0.5 0.401708
0.6 0.658513
0.7 0.951467
0.8 1.26226
0.9 1.56619
1 1.87058
1.1 2.19031
1.2 2.53237
1.3 2.90903
1.4 3.30595
1.5 3.69923
1.6 4.07469
1.7 4.41489
1.8 4.72464
1.9 5.0211
2 5.31243
2.1 5.60935
2.2 5.90624
2.3 6.18499
2.4 6.43663
2.5 6.65214
2.6 6.83483
2.7 7.00046
2.8 7.15665
2.9 7.30874
3 7.4523
3.1 7.57094
3.2 7.65464
3.3 7.69751
3.4 7.70221
3.5 7.68355
3.6 7.65356
3.7 7.62187
3.8 7.59401
3.9 7.56849
4 7.54956
4.1 7.54826
4.2 7.55952
4.3 7.58133
4.4 7.60656
4.5 7.60899
4.6 7.59188
4.7 7.56097
4.8 7.5237
4.9 7.50431
5 7.50247
5.1 7.51188
5.2 7.52688
5.3 7.5267
5.4 7.51054
5.5 7.48591
5.6 7.45763
5.7 7.44339
5.8 7.44523
5.9 7.45476
6 7.46741
6.1 7.46838
6.2 7.45443
6.3 7.43417
6.4 7.41227
6.5 7.4007
6.6 7.40344
6.7 7.41223
6.8 7.42202
6.9 7.42325
7 7.41182
7.1 7.39526
7.2 7.37911
7.3 7.37118
7.4 7.37537
7.5 7.3851
7.6 7.39459
7.7 7.39727
7.8 7.38963
7.9 7.37735
8 7.36607
8.1 7.36136
8.2 7.36616
8.3 7.37542
8.4 7.38364
8.5 7.38599
8.6 7.3799
8.7 7.36993
8.8 7.36129
8.9 7.35812
9 7.3627
9.1 7.37092
9.2 7.37776
9.3 7.37972
9.4 7.3748
9.5 7.36662
9.6 7.36002
9.7 7.35795
9.8 7.36206
9.9 7.36923
10 7.37479
10.1 7.37616
10.2 7.3721
10.3 7.36527
10.4 7.36004
10.5 7.35878
10.6 7.36232
10.7 7.36837
10.8 7.37292
10.9 7.37374
11 7.37032
11.1 7.36469
11.2 7.36047
11.3 7.35976
11.4 7.36284
11.5 7.36786
11.6 7.37156
11.7 7.37202
11.8 7.36906
11.9 7.36444
12 7.36107
12.1 7.36068
12.2 7.36338
12.3 7.36753
12.4 7.37049
12.5 7.37071
12.6 7.36816
12.7 7.36434
12.8 7.36166
12.8345 7.3613
