0 0
0.1 0.000179353
0.2 0.019297
0.3 0.0707798
0.4 0.165498
0.5 0.317616
0.6 0.504481
0.7 0.707397
0.8 0.909366
0.9 1.09142
1 1.26819
1.1 1.45043
1.2 1.64736
1.3 1.86967
1.4 2.09756
1.5 2.3157
1.6 2.51133
1.7 2.67154
1.8 2.81215
1.9 2.94571
2 3.0825
2.1 3.2332
2.2 3.38289
2.3 3.5195
2.4 3.63356
2.5 3.71522
2.6 3.777
2.7 3.82874
2.8 3.87689
2.9 3.92748
3 3.96659
3.1 3.98257
3.2 3.96783
3.3 3.91696
3.4 3.84358
3.5 3.76131
3.6 3.68175
3.7 3.61573
3.8 3.5592
3.9 3.51016
4 3.4706
4.1 3.44595
4.2 3.43576
4.3 3.43785
4.4 3.44471
4.5 3.43566
4.6 3.41168
4.7 3.37587
4.8 3.33652
4.9 3.31281
5 3.30386
5.1 3.30663
5.2 3.31298
5.3 3.30535
5.4 3.28473
5.5 3.25425
5.6 3.22158
5.7 3.20269
5.8 3.1964
5.9 3.19936
6 3.20429
6.1 3.19679
6.2 3.17819
6.3 3.15233
6.4 3.12628
6.5 3.11324
6.6 3.11204
6.7 3.11872
6.8 3.12653
6.9 3.12364
7 3.1111
7.1 3.09297
7.2 3.0757
7.3 3.06973
7.4 3.07399
7.5 3.08426
7.6 3.09417
7.7 3.09433
7.8 3.08573
7.9 3.07237
8 3.06037
8.1 3.05801
8.2 3.06414
8.3 3.07482
8.4 3.08407
8.5 3.08445
8.6 3.07718
8.7 3.06602
8.8 3.05665
8.9 3.05577
9 3.062
9.1 3.0717
9.2 3.07949
9.3 3.0793
9.4 3.07262
9.5 3.06298
9.6 3.05541
9.7 3.0554
9.8 3.0614
9.9 3.06996
10 3.07638
10.1 3.07571
10.2 3.06952
10.3 3.06121
10.4 3.05513
10.5 3.05571
10.6 3.06142
10.7 3.06889
10.8 3.07409
10.9 3.07308
11 3.06735
11.1 3.06019
11.2 3.05538
11.3 3.05636
11.4 3.0617
11.5 3.0682
11.6 3.07233
11.7 3.07106
11.8 3.06582
11.9 3.05964
12 3.05588
12.1 3.05715
12.2 3.06205
12.3 3.06769
12.4 3.07092
12.5 3.06945
12.6 3.0647
12.7 3.05939
12.7485 3.05751
