0 0
0.1 0.00118377
0.2 0.0262042
0.3 0.0891354
0.4 0.196907
0.5 0.368793
0.6 0.586305
0.7 0.828098
0.8 1.08508
0.9 1.33664
1 1.59097
1.1 1.86455
1.2 2.15852
1.3 2.48193
1.4 2.82316
1.5 3.15903
1.6 3.48266
1.7 3.78408
1.8 4.06802
1.9 4.35288
2 4.64256
2.1 4.94065
2.2 5.24114
2.3 5.52468
2.4 5.78396
2.5 6.01476
2.6 6.21851
2.7 6.40826
2.8 6.58698
2.9 6.75206
3 6.8975
3.1 7.00777
3.2 7.07624
3.3 7.1047
3.4 7.09892
3.5 7.07464
3.6 7.04296
3.7 7.00844
3.8 6.97527
3.9 6.94263
4 6.91611
4.1 6.91031
4.2 6.91813
4.3 6.93895
4.4 6.97121
4.5 6.98515
4.6 6.98325
4.7 6.97221
4.8 6.95284
4.9 6.95036
5 6.96582
5.1 6.98903
5.2 7.01864
5.3 7.03418
5.4 7.03167
5.5 7.02271
5.6 7.00947
5.7 7.00755
5.8 7.02223
5.9 7.04141
6 7.06136
6.1 7.07036
6.2 7.06272
6.3 7.05005
6.4 7.03764
6.5 7.03419
6.6 7.04525
6.7 7.06023
6.8 7.07282
6.9 7.07669
7 7.06713
7.1 7.05367
7.2 7.04346
7.3 7.04121
7.4 7.05074
7.5 7.06366
7.6 7.07245
7.7 7.07367
7.8 7.06454
7.9 7.05239
8 7.04492
8.1 7.04464
8.2 7.05335
8.3 7.06464
8.4 7.07093
8.5 7.07033
8.6 7.06203
8.7 7.05157
8.8 7.04626
8.9 7.04759
9 7.05543
9.1 7.065
9.2 7.06941
9.3 7.06743
9.4 7.06
9.5 7.05129
9.6 7.04763
9.7 7.05011
9.8 7.05713
9.9 7.06496
10 7.06796
10.1 7.06509
10.2 7.05844
10.3 7.05146
10.327 7.05023
